puzzle_id,size,rating
3118,55x75,4
6818,30x29,4
7376,80x90,4
7697,45x45,4
12491,45x45,4
596,33x23,4
759,65x60,4
2314,30x25,4
2911,50x50,4
5809,30x25,4
7362,45x30,4
8312,15x20,4
12416,69x77,4
1086,40x35,4
2750,35x35,4
3394,65x80,4
4788,55x74,4
5483,55x70,4
1225,45x25,4
7359,25x28,4
8186,31x33,4
8300,30x30,4
10447,66x61,4
348,35x34,4
547,55x65,4
7066,35x40,4
9482,75x80,4
2982,45x55,4
4790,38x38,4
7606,30x35,4
9630,80x64,4
10176,35x45,4
12055,55x40,4
13825,35x25,4
816,45x35,4
4348,30x45,4
11383,35x35,4
11957,25x35,4
597,45x35,4
1791,41x38,4
3017,30x25,4
5799,21x24,4
6058,45x35,4
6174,25x25,4
7623,65x76,4
10039,26x34,4
11801,25x25,4
12500,23x26,4
197,40x40,4
217,30x25,4
1212,29x65,4
1729,33x27,4
1805,30x40,4
3439,25x25,4
5803,45x30,4
7797,40x25,4
7848,20x20,4
11818,40x25,4
13243,29x28,4
263,35x50,4
4559,25x30,4
6147,35x45,4
7373,22x20,4
7791,35x45,4
8143,70x70,4
8384,30x19,4
8680,44x33,4
8694,71x84,4
10519,50x70,4
1015,45x40,4
1468,40x40,4
7208,40x45,4
7558,21x30,4
13788,30x25,4
875,22x37,4
3818,24x24,4
4119,20x20,4
4845,30x20,4
4955,30x27,4
5262,45x35,4
5958,15x14,4
7301,20x30,4
8392,23x15,4
12306,25x40,4
1950,25x30,4
3760,35x30,4
4944,25x22,4
5364,25x32,4
8411,40x45,4
12118,20x25,4
616,45x35,4
4516,40x30,4
10807,25x35,4
11936,55x50,4
266,20x20,4
1449,24x22,4
2915,55x64,4
4679,20x25,4
6262,16x22,4
6573,40x50,4
7336,50x40,4
8378,25x25,4
12541,20x24,4
279,75x70,4
329,35x45,4
610,25x45,4
728,35x20,4
2265,50x40,4
2392,25x51,4
2874,35x35,4
3210,50x28,4
4067,28x26,4
7380,50x75,4
7595,45x40,4
7704,25x35,4
8168,51x80,4
11101,40x45,4
11555,23x19,4
12057,45x40,4
13205,42x39,4
699,35x40,4
1175,35x35,4
2339,28x38,4
3686,25x45,4
5988,40x70,4
9367,35x30,4
10102,25x25,4
10780,60x80,4
11234,25x25,4
12584,20x20,4
169,65x80,4
698,49x48,4
1914,80x60,4
2076,45x45,4
2389,45x35,4
3300,64x26,4
4488,23x23,4
4507,55x65,4
5910,49x40,4
6618,60x50,4
8009,35x30,4
8594,30x45,4
11092,25x25,4
536,35x50,4
1846,30x35,4
3130,25x35,4
4159,85x55,4
4489,35x35,4
7692,40x45,4
11496,30x30,4
11836,45x43,4
201,55x80,4
377,50x40,4
482,45x45,4
2422,60x75,4
4103,24x24,4
6672,70x65,4
7227,35x45,4
7253,35x40,4
9201,33x40,4
9368,25x25,4
9573,30x28,4
9729,30x21,4
10089,37x54,4
10929,21x30,4
11593,35x42,4
11646,55x65,4
11796,34x37,4
12147,29x30,4
192,30x45,4
722,44x94,4
1797,35x35,4
3434,35x40,4
4221,30x35,4
4953,18x16,4
6184,25x19,4
12078,45x38,4
346,40x40,4
2485,50x46,4
3254,56x65,4
3398,55x65,4
4352,45x43,4
4975,65x75,4
9712,15x14,4
10208,25x29,4
10252,30x45,4
10461,55x61,4
11227,25x25,4
11892,65x70,4
1925,45x30,4
2322,65x65,4
3399,35x35,4
3577,18x30,4
7268,28x25,4
7508,40x45,4
10306,50x40,4
11107,28x30,4
533,22x33,4
670,30x20,4
2379,30x20,4
3549,15x15,4
4482,70x65,4
9187,45x35,4
10146,35x45,4
10805,30x50,4
10815,24x35,4
10850,73x93,4
319,35x25,4
785,40x45,4
946,50x60,4
1989,35x30,4
3413,25x30,4
5088,40x50,4
5168,72x49,4
8204,55x70,4
8393,45x30,4
9941,30x46,4
11366,23x19,4
11956,32x45,4
12188,28x20,4
12589,30x25,4
392,45x25,4
1440,60x40,4
1909,35x50,4
3973,40x35,4
4831,17x17,4
5502,55x70,4
5558,30x45,4
8085,45x60,4
8214,25x26,4
8299,43x45,4
10207,64x80,4
12337,35x30,4
12570,20x30,4
921,30x55,4
2294,50x60,4
2446,60x80,4
3847,55x80,4
4272,54x75,4
6955,55x35,4
7445,64x46,4
8089,51x53,4
9970,35x45,4
12015,82x83,4
13404,50x50,4
1275,35x30,4
2118,39x14,4
6434,35x45,4
7324,20x20,4
7650,25x25,4
10061,50x45,4
12533,65x70,4
12865,21x24,4
323,80x65,4
1882,54x80,4
2906,55x55,4
3631,40x35,4
4799,34x38,4
5173,18x19,4
5251,15x15,4
7367,55x50,4
9359,29x40,4
11556,70x35,4
11570,19x16,4
11747,35x35,4
270,40x40,4
1023,35x75,4
2665,35x50,4
2989,40x50,4
3281,25x25,4
4222,30x29,4
6934,25x35,4
8579,49x50,4
10133,60x80,4
10164,27x33,4
13447,30x25,4
121,55x55,4
363,50x80,4
3297,55x65,4
3619,60x45,4
3701,35x35,4
3738,40x50,4
5653,55x65,4
7491,55x75,4
8701,30x30,4
8725,24x24,4
9349,40x64,4
9418,35x35,4
9420,25x24,4
10495,25x35,4
12644,57x50,4
12985,45x45,4
1300,59x80,4
9927,15x16,4
9955,35x45,4
11235,38x15,4
11625,26x24,4
12373,28x43,4
12512,35x25,4
1106,20x20,4
1946,33x41,4
2144,61x76,4
3898,20x20,4
4622,29x30,4
6517,30x50,4
8457,25x30,4
9693,25x13,4
9742,25x34,4
9912,60x45,4
11857,45x40,4
13265,40x40,4
1708,20x20,4
2684,47x55,4
6094,25x20,4
8771,35x30,4
802,60x50,4
1995,15x20,4
3648,80x40,4
4883,30x20,4
6420,55x75,4
8825,50x65,4
10080,35x45,4
13740,39x38,4
1112,40x30,4
1427,31x28,4
2391,79x26,4
2806,25x25,4
3647,45x34,4
3709,55x45,4
5443,31x28,4
6446,35x45,4
9936,40x25,4
10673,55x80,4
12131,25x14,4
13051,17x39,4
2018,30x40,4
3054,35x40,4
4449,65x62,4
4494,25x25,4
4913,45x30,4
6846,40x45,4
8688,65x40,4
11511,30x45,4
772,30x45,4
6881,35x35,4
10844,75x80,4
10940,40x30,4
10977,20x25,4
12515,50x30,4
13088,21x30,4
13145,41x35,4
13170,19x30,4
1423,26x28,4
3706,40x45,4
6597,60x35,4
12862,30x27,4
4754,20x30,4
7436,25x30,4
8791,32x28,4
9293,40x22,4
9389,55x75,4
585,55x65,4
1771,54x75,4
5868,25x35,4
9517,45x50,4
614,35x45,4
1786,45x55,4
6971,75x35,4
7686,30x40,4
9818,24x33,4
11395,40x35,4
13479,25x30,4
1039,50x70,4
2866,37x45,4
7422,20x30,4
10583,25x31,4
12107,31x32,4
402,26x13,4
1033,55x75,4
7441,75x50,4
12358,20x25,4
13165,23x24,4
653,40x55,4
1838,40x45,4
1876,35x50,4
2734,53x83,4
3207,65x70,4
3703,80x65,4
3825,40x40,4
4241,20x35,4
4664,34x20,4
4895,19x25,4
5249,55x75,4
6515,55x50,4
7182,30x30,4
8285,55x40,4
10340,19x60,4
11296,50x55,4
504,30x40,4
594,25x20,4
689,55x75,4
746,20x20,4
2587,21x32,4
2855,68x76,4
3815,35x35,4
5216,50x35,4
6012,45x65,4
11207,35x45,4
13138,42x48,4
2671,55x55,4
3851,30x30,4
6561,30x36,4
8686,55x25,4
8782,19x20,4
9961,75x80,4
1136,32x23,4
3166,20x30,4
5087,55x75,4
7432,32x28,4
9942,75x80,4
10019,45x60,4
10587,35x55,4
10794,30x40,4
420,40x45,4
3432,40x50,4
3905,29x29,4
5998,30x30,4
7065,27x26,4
9028,31x18,4
9990,35x30,4
10065,26x30,4
11108,80x50,4
11767,24x33,4
1173,40x45,4
1242,40x40,4
2934,64x65,4
3344,50x55,4
3544,35x42,4
4359,34x26,4
5554,50x45,4
7054,40x45,4
7935,20x14,4
8339,25x20,4
9221,35x50,4
10358,35x45,4
10837,34x45,4
11350,30x50,4
12249,55x55,4
13781,45x50,4
3500,35x45,4
5001,55x40,4
5388,25x25,4
6076,20x20,4
6621,20x20,4
8099,35x45,4
8336,40x30,4
8879,55x45,4
11987,40x50,4
97,32x28,4
1782,55x60,4
10618,75x40,4
10762,43x51,4
11564,55x70,4
894,36x35,4
1138,45x50,4
3411,70x75,4
6427,54x73,4
6721,50x75,4
8067,40x55,4
9989,30x30,4
10962,24x24,4
11455,19x20,4
12203,45x35,4
724,43x95,4
882,22x33,4
3704,55x75,4
3971,30x35,4
4969,55x70,4
10181,45x40,4
10330,18x24,4
11829,20x20,4
13780,35x38,4
3548,24x34,4
5647,65x80,4
6882,40x20,4
9410,80x55,4
12731,16x16,4
13636,40x35,4
4365,20x22,4
4914,10x30,4
6281,25x45,4
8546,26x17,4
9180,53x28,4
11214,25x20,4
11246,33x48,4
11305,80x75,4
12940,35x55,4
1675,20x30,4
2037,23x30,4
2128,35x38,4
5269,25x25,4
8892,28x28,4
10720,45x45,4
11961,29x45,4
12657,50x40,4
13515,40x50,4
13773,29x31,4
512,25x35,4
6448,45x45,4
7125,40x40,4
9339,25x35,4
13123,57x54,4
2526,19x23,4
3839,30x65,4
4234,39x49,4
4912,31x33,4
6643,35x45,4
3157,35x35,4
6239,35x30,4
6920,35x50,4
10669,24x25,4
10829,52x77,4
11820,35x30,4
12476,17x20,4
1368,29x30,4
1722,25x35,4
3919,39x45,4
4541,40x50,4
4667,27x24,4
7006,35x45,4
8093,25x30,4
8341,30x65,4
9991,35x30,4
11985,30x50,4
2279,31x70,4
2661,29x25,4
3402,32x43,4
4231,20x20,4
9585,35x30,4
12783,29x14,4
13274,55x52,4
220,30x33,4
2477,45x65,4
7636,45x50,4
9255,60x80,4
9434,25x22,4
11813,35x35,4
13269,41x47,4
1028,31x30,4
4619,30x25,4
5778,40x45,4
6317,35x50,4
9519,15x23,4
9574,25x35,4
10582,60x60,4
13805,25x30,4
1122,15x57,4
1168,55x35,4
2342,40x38,4
5746,20x35,4
6588,68x68,4
10029,20x23,4
10291,37x50,4
5367,45x40,4
5641,17x45,4
6311,25x35,4
7510,55x40,4
9577,25x25,4
10100,29x30,4
10710,60x35,4
12532,33x48,4
367,80x40,4
765,24x20,4
1234,24x35,4
3150,30x45,4
4147,65x80,4
5080,25x20,4
5918,53x58,4
7529,35x25,4
7626,39x42,4
1304,24x20,4
3543,21x31,4
5669,60x70,4
5880,25x25,4
5987,70x80,4
7368,56x80,4
7509,20x30,4
9369,35x30,4
9725,55x60,4
10341,15x25,4
13245,45x35,4
1004,24x23,4
3826,25x30,4
5046,31x30,4
8377,20x20,4
10297,24x25,4
11393,23x15,4
401,51x17,4
1731,34x32,4
1819,30x35,4
2134,35x32,4
5816,40x40,4
9119,23x27,4
9632,13x25,4
9987,45x37,4
11438,25x30,4
11975,50x60,4
926,20x35,4
1167,25x25,4
3533,39x12,4
4229,20x23,4
5281,21x25,4
5543,20x30,4
7371,26x25,4
11421,20x15,4
11498,19x16,4
12196,25x20,4
474,39x33,4
1656,39x51,4
3231,60x55,4
4492,28x33,4
5093,55x50,4
5813,40x40,4
8769,25x30,4
9110,28x18,4
9165,40x50,4
2779,35x40,4
4039,51x80,4
4158,45x35,4
5156,45x65,4
6151,35x45,4
6604,35x45,4
6884,60x60,4
9784,35x40,4
9916,20x15,4
12031,34x31,4
13493,30x35,4
13583,35x45,4
90,75x50,4
1836,45x45,4
4081,45x35,4
6454,40x50,4
10360,52x60,4
12180,30x45,4
6987,20x25,4
8696,70x75,4
10254,40x40,4
10470,70x70,4
10806,40x50,4
12479,40x30,4
1768,25x35,4
1774,35x35,4
2188,40x45,4
3279,20x15,4
5196,25x25,4
5197,30x45,4
11117,45x45,4
246,33x22,4
2272,20x15,4
2939,30x50,4
3604,25x35,4
4385,35x27,4
4638,30x15,4
5333,25x25,4
6641,40x30,4
7275,40x35,4
8435,13x30,4
11832,45x40,4
13105,25x35,4
105,38x35,4
168,45x60,4
1393,45x15,4
1657,30x25,4
5260,28x30,4
6117,60x80,4
6371,17x30,4
6706,45x40,4
7840,31x23,4
8560,31x30,4
9398,35x30,4
11178,45x35,4
12045,27x21,4
296,50x60,4
2565,49x60,4
4140,50x55,4
5712,25x35,4
5752,30x40,4
6146,40x60,4
6407,40x25,4
8894,45x45,4
10142,40x35,4
10729,20x18,4
12645,49x49,4
12693,40x70,4
394,50x50,4
2832,75x50,4
3547,70x72,4
3865,24x34,4
4814,45x45,4
7060,45x45,4
7350,50x31,4
7521,40x35,4
7685,25x40,4
8078,39x50,4
8383,31x43,4
8478,34x33,4
9479,25x20,4
10457,45x45,4
10964,28x30,4
11913,40x40,4
249,60x80,4
1377,45x35,4
2004,30x45,4
2158,50x60,4
7500,75x50,4
8500,25x35,4
12340,35x30,4
12636,20x20,4
12764,37x40,4
679,35x40,4
1814,35x55,4
1831,20x30,4
2774,35x35,4
2781,30x45,4
7415,30x30,4
8142,45x40,4
8479,70x40,4
9411,63x80,4
9702,30x45,4
12098,30x40,4
13594,29x30,4
158,20x20,4
1370,50x50,4
4397,35x45,4
4613,36x47,4
5864,40x46,4
6566,45x45,4
6849,30x40,4
7279,35x47,4
7764,32x44,4
9325,31x40,4
12715,30x35,4
354,50x48,4
613,40x45,4
955,36x30,4
1604,63x43,4
5204,45x44,4
5414,40x50,4
5512,25x30,4
5863,80x80,4
5929,24x30,4
6563,55x45,4
8321,63x24,4
8755,30x30,4
10143,40x35,4
10834,25x25,4
11519,28x40,4
12212,80x60,4
817,50x60,4
1578,25x30,4
3798,34x19,4
5334,45x40,4
5883,40x40,4
6107,35x25,4
7005,27x30,4
8770,45x30,4
11394,20x20,4
12095,24x24,4
13709,40x20,4
13775,20x19,4
5627,60x45,4
6268,11x21,4
7344,35x35,4
8343,26x22,4
8535,25x25,4
9579,55x65,4
10524,25x19,4
11388,35x25,4
11733,45x50,4
1739,25x25,4
3194,40x50,4
3623,53x45,4
4785,35x50,4
6015,50x45,4
6462,30x40,4
7583,43x39,4
8252,35x45,4
9425,30x30,4
9657,47x33,4
10329,25x35,4
11095,35x25,4
421,50x70,4
602,17x15,4
3746,20x30,4
6501,45x45,4
9209,35x25,4
10580,50x50,4
10611,24x18,4
12129,35x35,4
12861,52x59,4
13460,38x44,4
571,25x35,4
745,45x65,4
3491,78x23,4
4528,25x17,4
4890,24x30,4
4902,40x38,4
6139,45x35,4
7408,53x80,4
7726,20x20,4
8382,30x45,4
10361,55x65,4
11194,40x30,4
12370,20x21,4
13231,25x30,4
1021,25x35,4
2638,20x25,4
3729,25x15,4
8679,60x40,4
9822,41x41,4
10263,20x37,4
11094,67x30,4
13233,20x20,4
1575,35x55,4
2987,50x35,4
3226,35x50,4
3831,55x65,4
5041,30x45,4
5810,40x30,4
6071,20x25,4
6330,30x15,4
7353,35x30,4
8588,48x40,4
9357,27x34,4
11742,40x40,4
1221,48x39,4
2430,49x69,4
3443,25x30,4
5392,25x20,4
5750,30x35,4
6715,55x60,4
6843,20x20,4
11031,15x15,4
11770,28x23,4
331,40x40,4
835,77x95,4
1093,49x45,4
3761,55x60,4
6327,47x30,4
6500,20x25,4
7186,65x35,4
8766,37x28,4
8772,35x30,4
8891,35x40,4
10138,30x40,4
12132,22x26,4
13286,45x40,4
13794,45x65,4
1164,23x30,4
1890,30x45,4
2157,27x24,4
3824,41x26,4
4285,46x76,4
4800,27x26,4
7471,80x60,4
7554,80x75,4
8718,35x30,4
9887,60x45,4
13107,43x71,4
1811,55x75,4
5928,35x46,4
7218,28x30,4
7327,30x40,4
9897,40x35,4
10500,25x15,4
12905,31x19,4
823,40x35,4
1840,35x45,4
4084,40x25,4
6757,40x40,4
7945,45x35,4
9472,55x80,4
12044,45x35,4
13098,15x20,4
505,40x45,4
739,20x20,4
1366,25x40,4
1678,35x50,4
1947,35x40,4
4673,30x30,4
7240,10x10,4
7589,30x50,4
8044,27x19,4
9645,20x20,4
11360,50x50,4
12336,34x48,4
13129,54x55,4
1504,67x80,4
5338,55x70,4
9256,65x80,4
11766,50x60,4
12443,49x51,4
2429,42x45,4
6487,43x32,4
6736,20x25,4
7326,25x25,4
9904,30x37,4
10027,34x50,4
11126,20x15,4
1262,30x20,4
6782,45x40,4
7307,50x45,4
9098,25x25,4
10379,75x70,4
12593,35x45,4
618,45x35,4
3488,20x30,4
3608,50x60,4
4108,35x30,4
4190,22x26,4
4447,20x20,4
7665,50x47,4
10125,45x40,4
10948,35x30,4
518,60x50,4
1316,23x11,4
1346,30x30,4
1859,40x35,4
4341,29x33,4
5021,35x75,4
5912,41x44,4
6175,45x70,4
6418,30x45,4
6496,40x50,4
6711,70x75,4
7417,19x21,4
7657,45x45,4
9164,35x45,4
9362,35x37,4
13273,20x21,4
13597,30x30,4
13874,22x40,4
851,19x30,4
1549,50x80,4
2198,20x15,4
5282,30x30,4
10169,35x45,4
10389,80x57,4
10878,45x55,4
11006,73x53,4
11629,30x45,4
12120,17x14,4
815,35x30,4
3822,31x37,4
4795,40x40,4
5875,26x29,4
6425,35x40,4
8020,15x25,4
185,15x20,4
821,50x70,4
1025,15x15,4
1621,25x25,4
2761,50x45,4
6193,20x20,4
7356,70x50,4
8309,30x60,4
8541,50x20,4
9953,35x45,4
10204,50x30,4
11359,29x28,4
309,40x30,4
2363,40x45,4
7575,38x45,4
8980,50x50,4
10121,22x24,4
12741,40x50,4
2972,55x14,4
3145,60x80,4
5517,35x40,4
8565,45x35,4
8668,25x35,4
8797,30x45,4
10167,55x47,4
10967,27x30,4
11468,70x70,4
12301,20x20,4
13795,30x25,4
1116,35x40,4
4879,25x25,4
6447,35x35,4
7708,20x30,4
8215,25x30,4
9291,90x65,4
10757,60x80,4
11403,80x60,4
391,27x25,4
1726,30x40,4
2102,32x32,4
7126,45x30,4
8811,45x40,4
13267,35x45,4
984,30x25,4
3620,50x55,4
7675,35x30,4
8258,58x65,4
10579,46x30,4
13645,20x15,4
396,25x18,4
1725,45x55,4
2073,45x65,4
3664,30x40,4
9219,23x23,4
10819,30x30,4
12283,33x30,4
13056,57x52,4
747,27x28,4
4204,40x45,4
7591,44x65,4
12241,80x65,4
12767,30x45,4
13190,40x48,4
1364,30x30,4
1573,51x59,4
3698,32x20,4
5839,30x35,4
6514,35x45,4
8187,35x35,4
8821,55x55,4
11355,32x20,4
12250,15x15,4
12410,40x40,4
1441,62x54,4
2351,24x21,4
4277,35x45,4
6600,40x50,4
8877,22x28,4
9988,35x35,4
10529,45x30,4
10896,50x50,4
11454,35x30,4
12667,26x27,4
13316,20x20,4
58,35x40,4
250,60x70,4
468,37x32,4
2148,60x70,4
2309,45x35,4
4405,40x35,4
4496,25x25,4
6844,40x50,4
7200,29x45,4
10312,35x45,4
13584,40x40,4
53,35x45,4
256,50x50,4
888,25x30,4
3762,32x65,4
5102,80x95,4
6491,60x80,4
8836,38x38,4
8950,20x25,4
9652,50x42,4
9655,20x15,4
10652,33x20,4
11243,30x20,4
11357,45x79,4
12437,30x30,4
899,45x55,4
2633,40x44,4
4212,39x36,4
6690,40x40,4
7313,40x20,4
8399,21x30,4
8481,20x20,4
9116,15x20,4
11079,50x50,4
13664,24x18,4
347,65x80,4
847,46x49,4
5632,35x30,4
5927,30x40,4
7280,30x30,4
8037,25x30,4
9204,45x35,4
10511,45x50,4
12631,35x30,4
12669,35x25,4
12931,33x48,4
13235,25x24,4
13384,20x20,4
13419,40x35,4
479,50x50,4
2822,72x95,4
5306,20x20,4
8073,55x65,4
9241,55x49,4
10824,25x30,4
11520,30x30,4
11642,50x80,4
12346,25x20,4
12483,18x22,4
13651,20x17,4
599,25x27,4
711,50x35,4
1403,35x40,4
1451,33x45,4
3238,55x70,4
6966,55x65,4
10280,35x35,4
10723,15x15,4
11864,21x29,4
12497,50x75,4
13603,35x25,4
582,25x35,4
1513,60x60,4
3346,35x40,4
3787,30x38,4
6304,50x35,4
6542,29x31,4
7039,30x40,4
9938,35x30,4
10995,21x19,4
12431,35x35,4
13756,15x15,4
77,35x30,4
4118,20x15,4
6039,40x28,4
6161,27x30,4
11109,8x23,4
11319,45x60,4
11731,45x48,4
11984,35x25,4
12130,20x20,4
729,29x16,4
987,35x45,4
1190,15x15,4
1255,25x25,4
1870,39x53,4
4279,20x30,4
4292,23x40,4
4392,55x65,4
4743,35x35,4
5796,33x34,4
7081,25x20,4
8388,28x32,4
10966,18x18,4
4780,50x60,4
10082,40x45,4
1022,70x70,4
2274,50x70,4
2999,30x35,4
4353,45x25,4
5795,55x65,4
10792,23x28,4
12641,45x40,4
1733,30x22,4
3097,30x25,4
4707,55x65,4
4798,30x30,4
5166,32x38,4
7411,25x50,4
7501,20x30,4
7722,35x30,4
11728,35x30,4
1571,35x45,4
4419,45x44,4
6079,20x20,4
9907,35x45,4
12702,32x48,4
781,18x25,4
889,25x35,4
1160,20x20,4
2578,56x84,4
3615,50x60,4
6478,30x40,4
6727,45x65,4
9041,70x40,4
11179,35x30,4
885,45x35,4
1841,30x40,4
4511,30x45,4
5018,33x20,4
6705,35x45,4
6948,15x20,4
7349,17x16,4
9679,16x18,4
12775,54x45,4
1713,27x28,4
2462,40x35,4
3307,30x65,4
4244,20x24,4
4512,24x30,4
4791,32x39,4
6683,44x95,4
7379,45x56,4
9081,36x45,4
10564,35x50,4
13421,19x19,4
475,45x45,4
1779,30x30,4
5066,30x40,4
7046,44x41,4
8381,22x27,4
8719,45x44,4
9537,30x30,4
11516,65x50,4
1197,28x25,4
1541,45x40,4
2189,40x30,4
2814,28x44,4
2836,40x30,4
3870,19x25,4
3920,25x40,4
3927,20x25,4
5797,40x40,4
5908,25x35,4
8687,45x20,4
8952,20x36,4
9138,30x40,4
9471,25x27,4
10237,65x63,4
63,50x46,4
406,45x26,4
1496,20x20,4
1798,35x45,4
2262,45x50,4
4380,30x35,4
8180,25x20,4
10706,70x80,4
337,22x10,4
453,43x49,4
1736,60x50,4
4263,70x65,4
4590,25x35,4
5548,15x15,4
8716,36x24,4
10567,35x50,4
10950,31x48,4
12234,25x35,4
13049,38x44,4
13315,40x30,4
1260,24x15,4
1388,41x48,4
3305,15x20,4
3356,20x30,4
3996,35x45,4
4435,40x40,4
5965,40x30,4
7158,45x45,4
7903,59x48,4
8129,55x65,4
11119,30x48,4
11356,35x45,4
11470,50x60,4
12034,25x20,4
59,20x36,4
214,30x30,4
1780,28x56,4
5353,25x35,4
6265,20x25,4
8729,20x20,4
8773,45x30,4
8905,30x30,4
9242,79x68,4
9968,80x50,4
11649,35x30,4
11881,55x75,4
2386,10x30,4
2585,31x45,4
5490,25x45,4
6023,35x40,4
7135,30x30,4
8047,29x19,4
8451,30x20,4
8690,40x24,4
10314,35x40,4
11145,25x16,4
3153,30x35,4
4122,45x31,4
4228,45x60,4
6036,20x20,4
7235,40x35,4
9188,30x30,4
10670,20x21,4
10814,20x30,4
11327,12x30,4
12064,20x20,4
13487,20x20,4
752,22x20,4
1765,64x46,4
5611,20x20,4
7004,29x65,4
7017,17x20,4
9478,28x19,4
10994,45x50,4
13268,45x34,4
170,30x40,4
2489,17x20,4
4076,50x40,4
5485,65x80,4
5957,15x15,4
6723,53x68,4
8488,40x40,4
10797,65x80,4
11443,30x15,4
13735,35x40,4
561,25x32,4
5316,36x30,4
7581,20x30,4
8735,40x35,4
9400,35x45,4
9648,22x21,4
9724,20x20,4
10032,20x30,4
12461,55x55,4
13592,24x39,4
714,30x45,4
1752,30x40,4
2403,70x80,4
6102,23x18,4
6722,60x80,4
7514,25x35,4
11465,35x35,4
11632,15x15,4
11999,65x37,4
13048,45x50,4
2190,45x60,4
4048,65x50,4
10949,20x20,4
10952,20x20,4
419,30x35,4
1181,35x45,4
1517,20x20,4
1583,30x40,4
1590,50x50,4
2501,16x23,4
4867,25x39,4
5272,12x10,4
5467,40x45,4
9302,50x55,4
9426,24x29,4
11286,50x40,4
12724,31x49,4
409,41x38,4
1222,25x13,4
2111,40x70,4
2399,35x40,4
2476,75x80,4
5063,30x45,4
5261,30x30,4
5763,65x80,4
7290,65x80,4
8072,55x75,4
8482,25x26,4
10267,32x25,4
11311,19x20,4
12286,30x45,4
13232,39x43,4
1472,50x50,4
1824,44x80,4
7646,80x80,4
10808,35x50,4
12782,30x30,4
927,25x50,4
2334,40x40,4
2994,40x35,4
3312,65x40,4
10384,35x20,4
10385,32x37,4
3866,55x60,4
8780,20x13,4
9775,30x45,4
10663,80x68,4
2115,62x37,4
2564,45x25,4
2838,25x25,4
5469,55x65,4
8390,25x20,4
692,33x49,4
3555,45x65,4
5826,25x35,4
6411,35x45,4
7339,33x27,4
8012,29x20,4
8880,55x80,4
10552,30x35,4
13744,35x40,4
30,25x40,4
5619,10x10,4
6545,20x20,4
7628,25x25,4
8213,48x37,4
9905,23x32,4
10639,55x65,4
10813,35x70,4
12154,50x60,4
13320,25x30,4
637,35x35,4
3452,20x20,4
5313,37x38,4
5494,50x60,4
6416,30x45,4
6872,22x25,4
9345,32x48,4
11188,25x28,4
11588,35x45,4
11880,39x42,4
12047,18x17,4
12809,28x18,4
13308,45x35,4
740,80x55,4
855,35x35,4
2255,34x35,4
2455,45x31,4
4164,24x20,4
4250,30x40,4
5456,55x56,4
6105,35x25,4
6907,50x33,4
11066,65x45,4
2543,55x55,4
2931,35x30,4
3392,33x60,4
5629,49x21,4
6713,45x60,4
7149,30x20,4
8063,23x28,4
8188,55x75,4
11070,45x55,4
11384,40x40,4
13148,18x30,4
591,27x31,4
1639,65x65,4
2658,45x50,4
3770,25x15,4
4170,64x68,4
7325,25x40,4
7693,45x50,4
8094,30x45,4
10506,55x75,4
11855,50x65,4
12517,30x20,4
12833,50x34,4
13532,27x25,4
1184,29x22,4
1355,24x34,4
1392,46x48,4
1829,25x40,4
3005,30x35,4
3162,35x25,4
7219,15x14,4
7616,42x54,4
8564,30x40,4
9709,27x20,4
9888,35x28,4
11340,44x67,4
11420,24x23,4
11773,25x25,4
12841,20x23,4
519,80x50,4
1687,40x30,4
3311,25x40,4
4399,35x40,4
4842,32x39,4
4888,15x15,4
5455,31x40,4
7273,30x30,4
9294,11x23,4
9486,30x30,4
10623,32x28,4
11299,70x95,4
13307,45x30,4
13537,40x22,4
1985,45x55,4
4005,44x65,4
4607,50x90,4
5964,15x11,4
6246,52x32,4
9200,50x55,4
9868,29x32,4
11225,65x50,4
12158,25x25,4
680,30x30,4
2471,60x60,4
3458,45x50,4
3928,20x29,4
5233,28x20,4
6255,50x35,4
7919,55x75,4
10725,45x35,4
13228,42x45,4
13327,13x11,4
2375,35x11,4
5621,35x35,4
9474,29x42,4
10189,35x50,4
11114,25x40,4
11859,30x45,4
691,40x55,4
937,75x80,4
1834,30x42,4
3032,37x45,4
4704,59x60,4
7283,47x27,4
9610,20x15,4
10935,25x30,4
11851,35x50,4
11867,33x45,4
225,40x45,4
941,35x27,4
1564,23x33,4
2753,40x60,4
4737,80x33,4
4873,29x45,4
5765,75x55,4
9118,45x65,4
12207,35x45,4
2344,40x55,4
2959,24x25,4
4998,80x80,4
7199,35x40,4
8401,50x50,4
10409,25x30,4
13358,20x20,4
13556,20x20,4
13638,17x18,4
476,33x40,4
1044,55x75,4
1444,18x45,4
1885,35x40,4
2524,45x30,4
3272,31x29,4
5198,37x45,4
7330,32x37,4
11143,28x15,4
11799,20x20,4
12511,47x70,4
13099,25x25,4
2029,40x50,4
3727,25x25,4
5072,30x30,4
5250,65x40,4
8728,27x20,4
8833,33x30,4
9279,45x35,4
10191,34x17,4
10971,15x20,4
12501,40x50,4
13738,30x27,4
723,65x46,4
1540,30x24,4
2140,48x20,4
5030,27x29,4
7088,30x40,4
7287,20x20,4
8960,21x40,4
9626,33x24,4
10183,50x65,4
11381,35x28,4
13402,40x35,4
13743,43x30,4
1557,25x25,4
1826,40x35,4
3640,50x45,4
3875,18x32,4
4374,30x35,4
7951,35x45,4
8363,20x18,4
10533,23x19,4
