puzzle_id,size,rating
11316,25x35,5
6332,34x19,5
593,75x49,5
2136,35x44,5
4304,21x22,5
8477,30x45,5
9051,40x30,5
9365,32x26,5
877,45x30,5
2767,70x75,5
6611,55x35,5
7758,45x45,5
9037,80x58,5
9515,40x38,5
11065,80x80,5
12713,40x55,5
13240,45x40,5
13518,38x49,5
3161,45x40,5
4115,25x35,5
7358,25x25,5
9527,55x60,5
2784,35x45,5
4087,45x35,5
4189,45x18,5
387,50x30,5
11739,45x50,5
2243,25x25,5
4885,45x30,5
7899,26x30,5
9124,40x50,5
7238,55x65,5
8710,55x50,5
9717,45x18,5
5298,16x21,5
7958,73x43,5
10042,25x35,5
3799,30x25,5
3923,38x50,5
5143,25x30,5
10253,65x55,5
11907,45x40,5
5288,35x45,5
5481,25x35,5
7320,55x65,5
7423,29x28,5
7601,33x42,5
149,61x70,5
2436,55x75,5
2549,25x35,5
5487,25x35,5
7910,23x25,5
11826,30x35,5
3008,25x35,5
3486,40x35,5
3989,35x50,5
7031,25x45,5
8253,40x45,5
8930,20x30,5
11619,30x40,5
783,20x21,5
1261,40x50,5
1305,67x50,5
2707,55x65,5
3228,28x22,5
3360,60x80,5
5311,45x40,5
5539,21x19,5
8416,21x17,5
10386,80x45,5
13593,43x35,5
915,55x79,5
3245,35x45,5
3599,38x45,5
4809,35x50,5
9024,22x35,5
12503,30x50,5
13536,40x45,5
3598,43x31,5
5059,45x40,5
6432,35x45,5
8291,80x80,5
9361,37x34,5
10743,34x17,5
12550,29x28,5
1574,45x45,5
2773,45x45,5
5578,28x20,5
6921,45x41,5
8340,30x25,5
9678,45x55,5
10742,75x60,5
12540,35x35,5
1172,35x30,5
2986,45x55,5
3450,25x35,5
5858,55x50,5
7745,35x25,5
10087,75x80,5
10453,45x65,5
13301,35x45,5
1633,65x55,5
2333,55x75,5
2700,35x50,5
3242,30x40,5
4308,25x32,5
5163,45x35,5
7876,50x35,5
10370,28x26,5
3941,35x45,5
4017,28x22,5
11596,55x40,5
12329,21x19,5
390,25x20,5
857,44x45,5
5393,36x45,5
6057,20x30,5
7896,37x40,5
9175,72x64,5
10171,47x31,5
10491,70x76,5
10593,47x14,5
11559,50x75,5
605,46x60,5
3503,30x30,5
6660,25x35,5
8267,65x50,5
13169,30x25,5
548,33x40,5
657,65x52,5
9033,43x37,5
10835,60x60,5
2998,45x40,5
3707,20x30,5
5951,50x65,5
9360,35x25,5
12466,55x75,5
966,35x45,5
2196,25x30,5
2465,33x40,5
2610,40x35,5
3553,65x40,5
4089,40x35,5
4671,25x30,5
7381,55x55,5
8364,27x25,5
8724,45x42,5
9570,30x21,5
7734,69x29,5
8201,80x80,5
8485,35x40,5
10543,30x28,5
10748,63x40,5
11919,50x40,5
89,54x80,5
856,45x55,5
962,40x30,5
1089,40x45,5
6409,45x45,5
7546,40x35,5
13486,40x45,5
3472,25x25,5
5470,40x50,5
7305,55x75,5
7366,23x30,5
7641,30x35,5
7993,30x40,5
8785,23x19,5
8958,40x50,5
9353,20x20,5
12092,60x77,5
277,37x45,5
3705,65x80,5
6636,35x45,5
9543,60x75,5
859,55x33,5
10354,32x27,5
12632,40x33,5
620,35x50,5
1056,70x85,5
5814,50x60,5
6377,28x46,5
11062,26x32,5
12169,35x45,5
13698,29x30,5
5347,35x40,5
5786,33x40,5
6319,30x20,5
13590,40x45,5
317,50x32,5
1827,40x45,5
2270,45x30,5
4080,40x30,5
12183,53x30,5
3428,58x59,5
3720,25x32,5
12754,20x20,5
1835,25x35,5
4604,40x40,5
6119,60x70,5
259,50x25,5
1017,55x80,5
1169,75x70,5
1556,50x55,5
4577,40x45,5
7556,20x25,5
8726,25x35,5
9561,50x35,5
66,47x34,5
3376,40x55,5
5209,80x80,5
5665,55x65,5
7026,55x62,5
9473,30x30,5
10459,60x70,5
12017,45x40,5
1142,50x50,5
2122,20x22,5
2133,35x40,5
2552,45x35,5
8272,45x40,5
8881,30x20,5
9895,55x75,5
9910,50x25,5
10883,47x47,5
11338,25x25,5
532,69x87,5
2685,20x20,5
2905,25x25,5
5236,32x35,5
5279,40x35,5
5800,28x30,5
7715,23x25,5
6426,30x35,5
8208,40x50,5
1670,27x24,5
1793,31x69,5
4438,45x40,5
4755,16x33,5
5300,25x35,5
5421,49x40,5
5602,30x40,5
6938,45x45,5
8066,55x75,5
9644,50x75,5
10140,35x45,5
2368,55x75,5
2413,25x30,5
7013,43x40,5
7746,40x45,5
9285,43x36,5
12494,50x60,5
12691,40x40,5
3395,40x50,5
3914,35x51,5
4509,25x35,5
11,35x50,5
463,50x42,5
2786,30x45,5
4876,30x45,5
6442,25x35,5
9299,15x26,5
11852,19x23,5
3936,35x30,5
4994,32x24,5
6444,35x40,5
6821,50x44,5
7800,25x34,5
8076,55x75,5
8190,45x80,5
10251,45x30,5
11342,45x40,5
12604,47x45,5
2801,65x60,5
3000,25x35,5
3023,30x35,5
4138,55x75,5
4163,50x40,5
4319,46x67,5
6112,45x35,5
8107,52x77,5
10069,35x40,5
10478,40x50,5
10963,25x25,5
11176,40x35,5
11677,30x20,5
503,40x45,5
2178,30x30,5
2634,25x30,5
5794,41x40,5
7598,30x40,5
9860,39x40,5
11269,20x30,5
11379,33x31,5
11762,44x46,5
1892,56x65,5
4871,30x20,5
7483,30x35,5
11580,24x24,5
13448,35x40,5
478,22x25,5
1817,35x45,5
3106,63x80,5
5146,78x62,5
5524,25x35,5
6688,65x80,5
7306,25x60,5
8566,75x63,5
8986,35x40,5
10170,45x45,5
10268,30x20,5
10499,23x30,5
10563,24x33,5
12284,19x25,5
600,33x32,5
1580,35x40,5
3158,61x35,5
4117,20x20,5
9557,35x35,5
9619,20x30,5
10112,35x25,5
11502,25x25,5
11634,20x20,5
11951,26x45,5
919,55x74,5
2197,25x30,5
2473,50x80,5
4394,55x59,5
5909,28x30,5
7424,40x45,5
10091,40x40,5
10699,80x65,5
12569,30x30,5
12688,20x24,5
12835,67x82,5
1099,45x45,5
1863,45x45,5
2897,50x50,5
7119,52x49,5
9554,65x75,5
10030,19x25,5
10117,75x49,5
10686,30x25,5
490,20x20,5
625,55x75,5
6244,45x40,5
6868,35x45,5
9681,45x30,5
10718,22x19,5
807,50x42,5
4313,25x45,5
4425,40x40,5
4430,30x35,5
5771,45x35,5
7247,41x39,5
9908,35x40,5
11806,50x50,5
1325,26x14,5
1747,55x75,5
3949,50x40,5
6861,40x45,5
7902,45x45,5
9520,55x75,5
12253,25x27,5
8151,35x45,5
10463,25x35,5
1204,25x31,5
3520,35x30,5
9068,65x75,5
11592,20x19,5
4470,30x40,5
5821,80x53,5
6439,35x50,5
7040,48x51,5
7193,65x75,5
7256,42x65,5
10098,50x45,5
10951,30x26,5
3046,64x80,5
3891,62x80,5
3974,45x40,5
4351,37x40,5
5183,42x46,5
6422,30x45,5
7337,40x38,5
8271,45x40,5
9714,34x25,5
1542,30x45,5
1640,40x45,5
1911,35x45,5
4096,20x20,5
6275,35x45,5
6415,35x35,5
6421,35x40,5
9080,40x45,5
11760,80x41,5
12163,50x80,5
12917,40x50,5
2647,29x30,5
5793,31x20,5
6497,52x54,5
7829,20x34,5
9350,35x40,5
12701,35x25,5
157,55x45,5
3979,45x40,5
4928,20x20,5
5151,20x20,5
6492,35x35,5
6979,28x29,5
7177,55x55,5
8809,45x35,5
9409,30x35,5
2162,63x71,4
2276,30x45,4
2482,25x35,4
4772,30x30,4
4943,45x26,4
5348,30x45,4
6433,25x25,4
7250,23x30,4
11102,23x32,4
11575,19x24,4
12603,25x20,4
224,50x38,4
4982,45x40,4
5040,50x46,4
11060,24x33,4
11787,34x20,4
12136,45x45,4
12710,17x20,4
12921,31x20,4
128,40x35,4
846,40x45,4
1545,45x50,4
1853,29x26,4
2132,25x35,4
2560,40x50,4
4479,45x35,4
7600,35x25,4
7826,20x25,4
7886,55x45,4
10537,80x80,4
10715,65x80,4
11897,70x70,4
12498,35x40,4
13236,45x40,4
300,75x80,4
641,55x45,4
881,65x80,4
1101,45x43,4
1408,55x75,4
1570,45x40,4
3509,60x80,4
3827,45x45,4
3970,45x35,4
4109,33x49,4
4356,45x35,4
4826,20x20,4
7557,43x46,4
10604,30x30,4
11838,35x30,4
454,28x45,4
1027,45x35,4
1902,40x45,4
3532,30x40,4
4073,35x25,4
6138,50x30,4
7266,55x70,4
7498,24x30,4
10452,45x45,4
10586,33x31,4
11362,78x93,4
11908,40x45,4
13175,31x31,4
737,40x35,4
995,25x30,4
1701,25x25,4
2852,50x30,4
4605,40x35,4
6899,50x48,4
8786,25x17,4
10412,40x50,4
10454,45x45,4
629,35x35,4
735,55x70,4
1822,35x45,4
4688,21x32,4
6449,30x45,4
8544,40x52,4
9633,9x20,4
10356,80x65,4
10528,59x70,4
11309,50x60,4
13596,40x32,4
617,45x35,4
3524,60x45,4
5174,25x25,4
5402,50x50,4
6055,48x63,4
6445,25x30,4
8095,40x40,4
10149,45x30,4
11348,50x50,4
11404,30x50,4
11612,45x35,4
11723,55x75,4
568,25x33,4
1500,50x45,4
1812,25x35,4
3018,70x80,4
3302,40x25,4
4498,45x40,4
4880,66x87,4
5322,45x30,4
7328,55x75,4
10144,35x40,4
10504,55x75,4
12137,45x55,4
510,55x50,4
1357,30x55,4
1854,35x40,4
3583,55x45,4
6001,22x22,4
7930,35x35,4
9297,13x20,4
9903,35x40,4
12321,22x20,4
13085,24x26,4
2935,25x34,4
4251,25x27,4
5365,27x26,4
5899,45x35,4
6410,35x45,4
6977,45x65,4
7148,30x40,4
7871,21x33,4
8727,50x28,4
9210,45x75,4
9386,25x25,4
11192,61x61,4
11768,29x45,4
12452,45x30,4
12590,30x25,4
1598,68x60,4
1651,20x20,4
1766,45x45,4
4157,20x20,4
4311,29x34,4
4544,29x28,4
5029,35x40,4
6216,55x75,4
7434,40x30,4
8823,35x40,4
9050,55x45,4
11793,12x20,4
2280,33x49,4
2288,40x45,4
4527,18x14,4
4996,65x80,4
5172,54x75,4
7821,25x35,4
8459,45x45,4
8714,45x40,4
8845,70x70,4
10820,70x70,4
2613,20x20,4
6320,50x35,4
9123,40x40,4
1092,20x30,4
3514,55x72,4
3600,65x50,4
4180,29x31,4
4965,60x70,4
5060,40x45,4
6299,40x50,4
6351,41x43,4
6755,79x50,4
8106,60x30,4
8337,40x25,4
10691,30x21,4
11132,25x25,4
11298,25x35,4
12509,35x40,4
2016,25x24,4
2675,35x35,4
3313,20x30,4
6974,35x30,4
7011,24x22,4
7024,65x70,4
9737,29x26,4
2711,40x62,4
4240,24x35,4
5744,30x45,4
6701,50x35,4
8413,22x24,4
8585,35x25,4
9277,34x40,4
9759,65x45,4
11027,35x45,4
11756,35x25,4
13078,46x19,4
13589,40x40,4
727,40x50,4
2460,28x21,4
4102,18x35,4
4398,35x50,4
5044,20x40,4
6878,30x35,4
7117,25x25,4
9374,25x45,4
10695,45x45,4
11631,22x17,4
13852,86x86,4
2277,30x65,4
4376,17x15,4
6773,78x79,4
7970,35x42,4
12236,40x45,4
328,50x42,4
542,55x65,4
2039,40x50,4
5235,45x40,4
6325,35x25,4
7976,75x80,4
9460,45x45,4
9476,50x40,4
12348,45x45,4
12542,20x30,4
286,40x35,4
